Province,Region,Mean_Admin_Prop,H0_PersistentEntropy,H0_L2_Norm,H0_Total_Persistence
DAVAO DEL SUR,Region 11,0.13053699563969773,0.9624546356082111,1.0848931736473142,32.12089264608227
DAVAO OCCIDENTAL,Region 11,0.2304118488268608,0.9471272390645508,2.7615861373607515,20.577081890436173
DAVAO ORIENTAL,Region 11,0.1844888359183429,0.9698704623681592,0.8643395258785392,16.208444675112386
DINAGAT ISLANDS,Region 13,0.2339005724477159,0.9700099590157586,0.8942508209004387,10.555241349723238
EASTERN SAMAR,Region 8,0.4125094192143337,0.9765656655386253,0.6520429228638515,29.860617847474945
GUIMARAS,Region 6,0.4559779199266993,0.9699543101575884,0.46341034342127874,5.471345597260262
IFUGAO,CAR,0.4156751927788988,0.9759718866089757,0.5737357986732505,14.071572001722682
ILOCOS NORTE,Region 1,0.39853640405650187,0.9469700592114711,1.1842880321186398,17.986637998252917
ILOCOS SUR,Region 1,0.40283213872956325,0.9721990807588474,0.605109639103298,29.666633952634914
ILOILO,Region 6,0.3947162482107584,0.9748317110489934,0.6782346665364053,47.22465781675904
ISABELA,Region 2,0.4234646501086688,0.9639626003253041,0.6658596559487124,41.21032738873827
KALINGA,CAR,0.34695142046027244,0.9462692172161896,1.6472585106417168,13.875278982414162
LA UNION,Region 1,0.41354658690995155,0.9612223381435281,0.7149632410732056,17.720801237301643
LAGUNA,Region 4-A,0.32137168412964723,0.9737723682010316,0.2958217382508708,14.417149941708761
LANAO DEL NORTE,Region 10,0.2070701375468521,0.8642162936581825,35.49105707443864,53.33857181361347
LANAO DEL SUR,BARMM,0.1408180541914627,0.9220465047154537,6.823128310336958,39.25839660007156
LEYTE,Region 8,0.3287971839319592,0.9692191800963129,1.5043745224478904,85.82915047269269
MAGUINDANAO DEL NORTE,BARMM,0.2064865864261859,0.9394699057663393,6.4951469623965075,52.28948665021542
MAGUINDANAO DEL SUR,BARMM,0.220839428389839,0.9445574835690577,5.251474444791719,45.99356919213328
MARINDUQUE,Region 4-B,0.3772135251995632,0.9737146266816006,0.42954242732178755,10.762673548745276
MASBATE,Region 5,0.39770842132162687,0.974802633380749,0.7187386890653834,31.85487824077929
MISAMIS OCCIDENTAL,Region 10,0.4885897816196466,0.9676445502767534,3.452196045357535,60.461072316242124
MISAMIS ORIENTAL,Region 10,0.20385005843742884,0.9584046866433061,0.9335771539183422,26.164918506615038
MOUNTAIN PROVINCE,CAR,0.35828194575137073,0.9732337259393191,0.6126752234221762,15.02285882364387
NATIONAL CAPITAL REGION - FOURTH DISTRICT,NCR,0.2766459309855075,0.9744810211627916,0.1623141118341175,5.904830209561078
NATIONAL CAPITAL REGION - MANILA,NCR,0.27936967990801115,0.9537354515169437,0.20699627704412635,2.5917157876621557
NATIONAL CAPITAL REGION - SECOND DISTRICT,NCR,0.2526332025684854,0.9739957662236265,0.16055268146728915,7.304823719340755
NATIONAL CAPITAL REGION - THIRD DISTRICT,NCR,0.2736256403530605,0.9712957627946662,0.15636239508938843,4.593829012086225
NEGROS OCCIDENTAL,NIR,0.3982812949639482,0.960415322499709,0.7851827335919974,35.35687179124134
NEGROS ORIENTAL,NIR,0.337380092597577,0.9761530529352614,0.7185866427800016,27.21615247488764
NORTHERN SAMAR,Region 8,0.4420393062738661,0.9705804342726291,0.961691476762387,30.93270556373036
NUEVA ECIJA,Region 3,0.3870403738750638,0.9711003541684357,0.48311735111905535,20.855566066567455
NUEVA VIZCAYA,Region 2,0.40660299824290236,0.9714971358117737,0.44759754627985937,15.446160160422071
OCCIDENTAL MINDORO,Region 4-B,0.42751767802374147,0.9654832276136253,0.7100760863668955,12.843005880410864
ORIENTAL MINDORO,Region 4-B,0.39486219653644783,0.9719565916566976,0.41829640409756863,18.115120228575694
PALAWAN,Region 4-B,0.43824752936580175,0.9680033901779919,1.048887513658865,28.063069102873172
PAMPANGA,Region 3,0.34649139328763956,0.9618031276733393,0.8496737505162407,17.009189993349224
PANGASINAN,Region 1,0.38572562210271094,0.9773063061163132,0.23214743792693698,27.25580956768676
QUEZON,Region 4-A,0.373510869809994,0.9748842455662454,0.6292367307373055,39.87072977802812
QUIRINO,Region 2,0.44209179324779946,0.9752287133524196,0.41058308840370633,8.603747256950573
RIZAL,Region 4-A,0.3146997493701019,0.969885693905771,0.27991419634942416,13.66134170995637
ROMBLON,Region 4-B,0.4151285817127271,0.9744057318005177,0.3936797803223532,12.771781303264772
SAMAR,Region 8,0.5337071416781949,0.9696834513842929,1.9452434699592127,58.677871542137936
SARANGANI,Region 12,0.3391141051104164,0.9641718575176857,1.1073291929816702,19.269273039378138
SIQUIJOR,NIR,0.3028258819713104,0.9728956985204185,0.6095112322645971,10.541181768446247
SORSOGON,Region 5,0.40522949726537916,0.9777958743078887,0.3924017494089511,20.319861070115305
SOUTH COTABATO,Region 12,0.2820654953585261,0.9563610956987135,1.5030363870904666,18.547879921975515
SOUTHERN LEYTE,Region 8,0.23766345753213905,0.968417141019229,0.8635399835118374,31.275199365399313
SULTAN KUDARAT,Region 12,0.2601561105509808,0.9464049416252595,3.125785879292015,29.98968575158095
SULU,Region 9,0.3006120739237265,0.9506909369847925,9.12646648655889,31.97032737959828
SURIGAO DEL NORTE,Region 13,0.20235269015657337,0.9564408930109508,1.2023021135362268,17.633567744883866
SURIGAO DEL SUR,Region 13,0.1722197426397759,0.9728846400389296,0.9263973760620589,24.028353455297808
TARLAC,Region 3,0.36248517241659883,0.9731360609531807,0.30744755686457864,15.382450308703106
TAWI-TAWI,BARMM,0.1943188486946727,0.9012737089949381,27.66288535084743,59.88109208970899
ZAMBALES,Region 3,0.3771128366822324,0.9650856340184402,0.547979937439475,8.430664077185218
ZAMBOANGA DEL NORTE,Region 9,0.3158894165445079,0.9764617881253187,0.6592290923660552,38.74565599210805
ZAMBOANGA DEL SUR,Region 9,0.30066654750606614,0.9642234901396267,4.015558758827283,78.57950610226919
ZAMBOANGA SIBUGAY,Region 9,0.2501578201424298,0.9692181126161996,1.6852853625136617,30.01568725047822
