"Household Population by Ethnicity, Region, Province, and Highly Urbanized City: Philippines, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Region, Province,
and Highly Urbanized City"," Household
Population ", Ethnicity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain Province,"157,798",1,16,2,1,4,1,-,-,14,8,14,-,-,10,3,1,-,1,5,5,1,5,"26,485","2,501",4,3,12,16,-,-,-,1,1,2,-,-,-,12,-,226,5,-,-,11,"1,395",1,-,1,5,"11,496",814,47,"2,592","10,954","8,648",-,1,4,-,3,153,243,13,"20,876","2,087",2,14,33,-,-,3,-,-,-,3,50,1,5,1,5,-,56,-,-,-,-,-,15,-,-,4,-,1,1,8,1,-,72,5,14,15,17,"1,010",122,2,1,"1,618",-,"7,163",66,7,1,-,5,4,4,23,8,5,67,258,18,-,-,1,3,1,-,1,-,13,5,-,-,1,-,-,2,2,-,1,-,626,5,31,"1,300",7,2,-,1,3,-,2,7,21,22,13,-,25,-,2,4,2,10,2,-,3,-,186,-,-,3,-,29,136,-,4,4,2,16,-,4,"1,966",112,1,7,13,11,4,11,128,25,7,1,"49,106","3,120",26,11,10,-,-,-,-,-,-,-,-,-,3,2,-,3,-,10,-,-,-,-,-,1,6,-,-,-,13,6,-,-,-,-,2,-,-,-,-,46,5,-,-,-,6,-,-,-,-,-,275,-,2,5,-,-,-,-,-,-,1,-,7,3,-,1,-,-,-,614,-,-,-,-,-,-,-,8,-,-,15,-,181,-,-,-,40,-,13,11,15,20,10,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region I (Ilocos Region),"5,292,297",237,309,66,6,3,35,1,-,190,60,35,10,-,3,6,4,1,-,120,21,6,519,"2,375",42,-,63,70,10,4,2,9,22,-,1,6,4,4,32,96,61,11,18,58,374,"73,371",78,63,3,20,93,80,42,-,18,35,-,16,11,17,"1,875","25,880","60,586","1,645","1,501",88,315,61,250,123,-,22,1,4,12,-,554,61,74,336,675,299,"9,079","1,978",194,213,159,242,"1,074",10,2,214,58,4,2,42,2,45,151,155,"1,518",426,195,"13,673","3,816",291,627,"4,456",222,"3,083,391","14,082",870,"1,736",22,137,168,"1,504","1,414",93,30,809,"17,729","9,443",131,92,18,28,73,8,466,2,28,13,2,48,410,2,180,2,9,73,36,3,819,9,227,"1,086",432,12,21,1,12,1,7,17,11,8,5,10,-,-,34,31,6,27,17,60,25,-,8,-,6,3,15,34,32,5,12,1,11,14,-,4,2,48,4,2,7,14,4,116,304,60,2,20,"85,745",119,"13,147",22,340,-,7,16,5,151,-,65,576,1,731,70,44,46,-,462,3,3,52,-,6,15,10,16,9,66,269,"2,177",36,3,-,-,-,1,17,128,20,"7,477",708,17,18,18,"1,255",134,45,200,66,47,"1,570,600",23,327,207,9,4,6,70,22,84,28,88,168,471,126,56,65,6,32,"219,011",39,9,44,-,122,22,9,785,9,1,"6,250",9,192,6,26,14,"11,012",33,"2,974",59,"1,214","13,139","1,621",333
Ilocos Norte,"608,508",4,37,32,-,-,-,-,-,4,15,3,-,-,-,-,-,-,-,7,9,-,60,3,-,-,6,-,2,-,-,-,1,-,-,-,-,-,-,8,-,-,-,4,83,15,-,-,-,6,1,12,9,-,-,-,-,-,-,7,63,"1,756","3,909",119,50,1,18,1,8,4,-,-,-,4,4,-,45,3,8,18,50,41,644,227,9,16,4,22,79,-,-,38,8,-,-,-,-,4,9,11,63,43,18,39,500,32,52,126,40,"570,849",882,727,129,2,9,8,"1,459","1,226",67,1,96,435,"4,100",108,-,-,-,-,3,280,2,3,-,-,8,-,-,7,-,1,5,-,-,8,-,-,22,17,-,-,1,-,-,-,-,3,-,-,1,-,-,1,-,1,-,-,5,-,-,5,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,8,38,7,-,-,"1,153",3,771,-,24,-,-,-,-,10,-,1,9,-,42,9,-,-,-,19,-,-,-,-,1,-,-,-,-,-,25,155,15,-,-,-,-,-,7,1,1,"1,097",49,-,-,-,70,11,4,1,-,4,"1,156",-,7,2,4,-,-,9,-,4,-,5,25,31,4,1,6,-,-,"9,415",1,-,-,-,6,-,2,78,-,-,"1,315",1,5,-,2,-,795,4,"2,949",-,86,105,66,1
Ilocos Sur,"704,218",-,38,9,2,1,-,1,-,8,5,10,-,-,1,-,4,-,-,13,-,1,50,"1,374",1,-,2,39,-,-,-,-,-,-,1,-,2,2,11,7,4,2,1,3,3,"38,692",6,10,1,9,18,20,-,-,7,-,-,-,3,3,41,"1,351","3,404",98,101,4,20,9,6,3,-,-,-,-,1,-,18,-,12,31,31,12,633,234,9,10,9,14,62,-,-,28,1,-,-,3,-,5,26,19,89,41,16,250,439,7,48,176,22,"580,484",749,16,207,-,4,79,10,39,1,5,63,"14,825","5,245",12,5,1,1,29,-,172,-,14,10,-,7,1,2,13,-,-,8,6,1,60,2,54,102,36,4,3,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,9,-,-,-,-,-,-,-,1,11,-,-,-,-,6,-,-,-,16,-,-,-,-,-,5,18,9,-,1,"34,978",10,699,9,29,-,3,-,1,1,-,-,43,-,39,2,5,6,-,39,-,-,-,-,1,-,1,-,-,-,77,114,2,-,-,-,-,-,-,-,-,"1,347",64,-,5,-,82,6,-,-,1,-,"1,769",1,14,13,1,-,-,-,-,10,-,9,8,21,1,-,1,-,1,"8,721",2,-,1,-,5,-,-,70,-,-,"4,638",-,12,4,-,-,716,3,8,-,92,370,163,5
La Union,"820,343",2,108,10,4,-,1,-,-,19,10,-,2,-,2,4,-,-,-,31,1,-,142,841,2,-,14,4,7,3,-,-,2,-,-,-,-,-,3,55,27,9,5,2,55,"24,757",18,19,1,-,54,23,3,-,8,1,-,5,-,-,316,"4,043","10,025",219,408,20,85,9,45,5,-,10,1,-,-,-,59,7,19,43,71,34,"1,319",473,33,56,15,39,116,2,-,36,9,-,-,33,-,1,59,52,286,68,39,"9,107",799,25,30,"2,311",10,"673,312","2,383",8,410,12,12,52,12,74,6,10,187,"1,609",44,2,14,7,-,19,4,2,-,11,3,2,1,3,-,53,-,4,10,7,-,161,3,91,525,51,-,4,-,8,-,5,9,7,1,-,-,-,-,3,9,2,2,11,5,3,-,1,-,-,-,15,14,14,-,12,1,3,-,-,1,-,18,3,-,4,10,-,16,69,2,1,1,"42,552",28,"2,410",1,60,-,-,8,1,21,-,3,78,-,153,20,-,11,-,79,-,-,1,-,-,-,4,-,4,1,68,195,4,-,-,-,-,-,3,-,-,"1,181",59,6,1,-,120,5,3,1,3,2,"10,319",1,28,47,-,-,-,-,1,13,2,27,63,82,33,11,17,-,-,"23,518",12,1,2,-,8,-,1,172,3,-,232,4,106,-,2,-,"1,586",4,1,5,207,419,375,6
Pangasinan,"3,159,228",231,126,15,-,2,34,-,-,159,30,22,8,-,-,2,-,1,-,69,11,5,267,157,39,-,41,27,1,1,2,9,19,-,-,6,2,2,18,26,30,-,12,49,233,"9,907",54,34,1,5,20,25,30,-,3,34,-,11,8,7,"1,455","18,730","43,248","1,209",942,63,192,42,191,111,-,12,-,-,7,-,432,51,35,244,523,212,"6,483","1,044",143,131,131,167,817,8,2,112,40,4,2,6,2,35,57,73,"1,080",274,122,"4,277","2,078",227,497,"1,843",150,"1,258,746","10,068",119,990,8,112,29,23,75,19,14,463,860,54,9,73,10,27,25,1,12,-,-,-,-,32,406,-,107,2,4,50,23,2,590,4,82,437,328,8,14,-,3,1,2,8,1,7,5,9,-,-,29,22,3,25,6,41,22,-,2,-,6,3,-,19,7,5,-,-,8,5,-,3,2,14,1,2,3,4,4,87,179,42,1,18,"7,062",78,"9,267",12,227,-,4,8,3,119,-,61,446,1,497,39,39,29,-,325,3,3,51,-,4,15,5,16,5,65,99,"1,713",15,3,-,-,-,1,7,127,19,"3,852",536,11,12,18,983,112,38,198,62,41,"1,557,356",21,278,145,4,4,6,61,21,57,26,47,72,337,88,44,41,6,31,"177,357",24,8,41,-,103,22,6,465,6,1,65,4,69,2,22,14,"7,915",22,16,54,829,"12,245","1,017",321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region II (Cagayan Valley),"3,679,748",10,"2,397",170,6,10,5,3,2,48,203,"6,531",115,"1,705",17,397,"1,266",368,-,53,14,60,151,147,12,3,16,5,15,8,2,3,10,2,1,-,20,2,45,31,"30,267",68,19,22,161,"4,010",13,17,11,4,298,12,11,22,4,10,6,4,7,8,634,"16,288","33,874",521,"1,281",38,99,"11,125",79,94,1,7,8,-,5,7,446,"5,603",23,116,84,126,"3,240","1,360",23,88,37,91,152,-,6,846,41,124,3,44,18,26,"40,574",271,755,215,209,"29,446","376,423","2,192",379,"39,150",132,"2,274,435","7,096",77,"1,042",10,105,"11,811",800,"2,262",133,29,"258,694","4,457",475,19,6,27,37,59,7,45,50,12,-,-,"17,098","2,253",1,71,107,-,84,74,15,"63,350","6,390",828,"6,470",212,23,23,15,45,10,27,43,19,11,8,8,68,8,14,14,13,77,6,352,24,-,163,3,10,4,196,33,166,5,-,-,13,23,-,28,16,369,119,86,31,3,37,39,188,41,57,29,"31,111",120,"6,745",207,201,-,2,1,7,35,-,26,119,1,384,"19,096",32,47,-,188,10,2,5,3,4,3,26,3,1,1,186,"1,162",1,3,1,-,2,1,5,5,3,"4,866",314,5,2,1,216,46,13,42,12,791,"11,265","17,581",84,35,3,-,5,3,11,75,6,52,69,125,36,23,7,12,17,"226,578",14,11,7,-,25,-,1,485,15,3,246,5,"38,911",29,3,8,"5,043",49,510,"33,778",254,"1,404",581,83
Batanes,"18,593",1,2,3,3,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,2,-,1,6,-,3,-,-,-,-,-,-,-,2,-,-,-,1,-,-,-,-,-,-,-,5,2,-,-,-,-,-,-,-,-,-,-,-,-,4,5,98,300,8,1,-,-,-,9,-,-,-,-,-,-,-,22,-,-,-,4,1,13,-,-,-,-,-,8,-,1,-,-,-,-,-,-,-,4,-,-,7,-,2,63,88,-,9,-,416,59,-,-,-,-,1,1,-,1,-,72,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,837",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,13,-,-,-,-,-,-,4,-,-,-,-,1,5,-,2,-,18,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,6,-,1,-,3,44,-,2,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,-,309,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,-,3,-,7,10,1,6
Cagayan,"1,265,540",1,"2,106",89,1,-,-,-,-,8,153,"3,475",115,"1,406",11,45,"1,077",365,-,14,5,1,49,1,7,-,1,-,4,-,-,2,5,-,1,-,1,-,22,8,18,1,8,-,10,273,6,-,-,-,11,5,1,20,-,-,-,-,1,-,101,"3,557","9,900",153,172,3,17,4,7,13,1,3,-,-,1,-,6,13,5,49,20,34,"1,003",275,6,34,4,23,44,-,-,39,17,2,-,-,-,7,81,84,165,62,64,508,"98,296","1,991",121,"1,416",38,"820,546","1,974",20,184,2,46,36,744,"1,980",111,8,"239,114",818,172,10,2,12,7,25,-,30,1,-,-,-,229,1,-,12,-,-,29,26,5,79,2,31,"2,664",40,-,2,15,13,4,17,18,4,3,1,8,43,4,3,1,9,10,-,61,6,-,31,-,6,-,187,15,82,-,-,-,-,11,-,8,3,265,112,84,6,1,2,12,44,11,10,8,"2,736",6,"1,340",1,76,-,-,1,4,3,-,3,30,-,110,"18,956",13,10,-,26,-,-,-,-,-,1,2,-,-,-,53,321,-,1,1,-,2,-,1,-,1,"1,576",80,4,-,-,62,5,7,1,1,1,986,16,16,7,-,-,-,3,1,13,-,11,16,25,7,-,1,9,2,"38,254",1,-,1,-,6,-,-,96,-,-,180,-,9,-,2,1,"1,529",1,496,50,74,347,196,3
Isabela,"1,695,539",4,208,71,-,10,3,3,1,20,47,"2,291",-,290,2,336,173,3,-,35,7,1,60,44,-,-,12,-,8,2,1,-,5,-,-,-,15,-,23,7,"4,549",40,4,14,146,788,5,16,6,-,51,6,9,-,1,10,1,-,2,-,336,"7,459","15,787",266,452,14,72,55,40,26,-,4,8,-,4,-,191,"5,577",14,44,56,71,"1,373",906,13,33,30,41,64,-,5,687,23,76,3,35,17,7,"26,065",158,424,111,112,561,"273,250",81,195,"15,483",67,"1,074,212","3,515",35,677,8,48,103,34,155,12,15,"17,816","2,198",254,9,4,14,23,14,7,10,-,7,-,-,24,1,-,45,5,-,40,39,4,147,3,83,"2,811",134,8,15,-,25,6,7,17,13,4,6,-,14,4,5,3,3,67,5,285,16,-,74,3,4,4,2,16,68,5,-,-,1,4,-,20,11,74,7,2,21,2,26,11,121,19,30,10,"9,058",69,"3,824",4,83,-,1,-,1,27,-,12,57,-,216,118,14,26,-,90,3,2,4,3,-,1,19,1,1,-,63,587,-,2,-,-,-,1,-,5,2,"2,391",73,1,-,1,122,32,5,34,5,10,"6,981","17,553",26,23,3,-,5,-,6,46,5,37,27,56,29,22,6,3,15,"154,795",10,7,6,-,13,-,-,266,-,-,53,4,800,10,1,5,"2,287",18,11,"31,231",117,639,262,23
Nueva Vizcaya,"496,546",2,22,7,1,-,2,-,1,14,1,5,-,2,3,5,16,-,-,4,-,27,31,73,5,-,3,-,2,-,1,1,-,-,-,-,-,-,-,6,"13,079",11,-,7,5,348,-,-,-,3,228,1,-,2,3,-,5,4,4,-,126,"3,434","4,922",80,404,14,9,"5,438",23,38,-,-,-,-,-,7,16,13,1,7,4,13,533,118,4,18,1,22,31,-,-,81,-,26,-,2,-,10,"13,116",19,130,19,26,"25,276","1,832",31,24,"17,496",17,"261,901","1,144",1,149,-,11,"11,074",14,51,9,3,504,435,21,-,-,1,1,2,-,4,-,2,-,-,8,"2,251",1,6,99,-,12,9,6,"62,181","6,337",643,576,27,15,3,-,2,-,3,8,2,1,1,-,-,-,3,10,1,-,1,6,-,-,20,-,-,-,7,2,6,-,-,-,1,5,-,-,2,22,-,-,4,-,-,11,9,10,15,10,"10,714",28,"1,132",199,20,-,1,-,1,1,-,3,18,1,31,11,5,5,-,33,-,-,-,-,1,1,5,1,-,1,40,123,-,-,-,-,-,-,-,-,-,647,72,-,-,-,22,2,1,3,6,4,"2,154",7,21,4,-,-,-,-,4,7,1,2,8,27,-,-,-,-,-,"27,359",-,-,-,-,4,-,1,95,12,2,5,1,"17,275",17,-,-,750,30,-,225,38,271,88,28
Quirino,"203,530",2,59,-,1,-,-,-,-,6,2,755,-,7,1,11,-,-,-,-,-,31,10,23,-,-,-,5,1,6,-,-,-,-,-,-,4,1,-,10,"12,621",16,7,1,-,"2,596",-,1,5,1,8,-,1,-,-,-,-,-,-,4,66,"1,740","2,965",14,252,7,1,"5,628",-,17,-,-,-,-,-,-,211,-,3,16,-,7,318,61,-,3,2,5,5,-,-,39,1,20,-,7,1,2,"1,308",10,36,16,7,"3,099","2,982",1,39,"4,746",10,"117,360",404,21,32,-,-,597,7,76,-,3,"1,188","1,006",28,-,-,-,6,18,-,1,49,3,-,-,-,-,-,8,3,-,3,-,-,943,48,71,419,11,-,3,-,5,-,-,-,-,3,-,-,11,-,3,-,-,-,-,-,2,-,38,-,-,-,-,-,10,-,-,-,11,3,-,-,-,8,-,-,-,-,9,5,14,1,2,-,"8,599",17,436,3,22,-,-,-,1,-,-,8,14,-,26,6,-,4,-,21,7,-,1,-,3,-,-,1,-,-,28,130,1,-,-,-,-,-,4,-,-,252,80,-,2,-,10,1,-,3,-,773,"1,100",5,19,1,-,-,-,-,-,9,-,2,16,7,-,1,-,-,-,"5,861",-,4,-,-,2,-,-,28,3,1,8,-,"20,827",2,-,2,421,-,-,"2,272",18,137,34,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region III (Central Luzon),"12,387,811","9,677","24,423","1,963","3,491","2,395","1,345","5,091","4,570","44,748",99,"1,154",11,4,11,397,63,21,22,139,61,855,"2,747",740,39,12,442,4,121,21,18,17,122,15,3,8,39,40,102,420,41,29,69,124,"2,269","9,049",137,31,4,110,38,22,59,-,26,35,13,50,14,15,"8,896","275,829","541,068","7,054","3,691",214,776,"6,261",434,378,13,27,18,7,29,14,"1,098",65,183,"1,592","4,266","1,480","49,857","3,753",412,731,437,823,"3,425",41,12,"8,964",327,864,2,60,59,308,264,433,"3,106",960,432,"4,053","10,648","1,193",619,"4,810",238,"1,335,283","100,773",478,"2,198",53,382,237,117,107,23,238,"2,309",602,58,41,33,-,160,149,18,147,-,-,12,1,203,110,4,"1,206",11,27,81,64,8,"3,659",9,71,975,"2,176",3,274,-,38,2,-,18,116,11,12,29,2,43,123,97,9,67,29,162,77,3,228,4,167,13,22,47,20,5,5,13,403,21,2,30,70,21,10,-,58,8,75,147,541,138,37,378,"9,285",630,"2,903,553",489,"3,464",20,64,18,178,"1,538",13,391,890,22,"2,171",102,132,184,2,948,22,277,33,6,57,22,78,53,30,8,732,"6,429",20,30,1,5,17,3,45,22,38,"28,445","8,452",35,20,12,"2,471",363,117,46,104,80,"67,837",191,"1,404","1,488",103,8,69,36,71,766,65,371,504,"2,108","3,416",884,412,60,440,"6,492,880",83,48,533,1,232,25,34,"2,627",9,10,65,22,129,27,73,128,"132,657",212,115,279,"3,722","173,003","2,579","2,508"
Aurora,"234,991",-,551,30,3,-,4,-,-,5,2,"1,022",-,-,-,363,-,-,17,7,1,743,20,113,3,-,10,-,1,-,-,1,-,-,-,-,3,4,4,5,14,-,8,3,11,"3,125",4,-,-,-,3,5,-,-,-,-,-,4,-,-,98,"13,042","10,036",106,104,11,35,"5,769",-,12,-,-,-,-,-,1,2,4,-,5,24,13,381,117,5,3,8,20,29,1,-,"3,287",11,11,-,17,-,9,148,3,82,10,16,"1,342",705,16,6,"1,416",8,"65,204",875,14,46,-,10,138,3,31,4,-,181,356,5,-,-,-,-,4,-,1,-,-,-,-,2,-,-,20,-,1,1,7,2,71,-,4,51,9,1,1,-,1,-,-,-,-,-,-,-,-,-,15,-,-,-,1,4,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,-,-,-,13,3,-,-,1,"6,229",11,742,1,12,-,-,-,-,3,-,1,5,2,57,9,-,4,-,92,-,-,-,-,-,-,3,1,-,1,49,102,-,4,-,-,-,-,-,-,-,423,48,-,-,-,8,15,8,-,-,2,864,100,7,5,-,-,-,-,-,7,-,66,17,15,21,5,6,-,1,"104,026",-,4,3,-,-,-,-,70,-,-,3,1,20,4,4,-,969,-,3,12,48,"10,709",51,19
Bataan,"849,575",14,402,87,5,"1,678","1,074",28,66,433,5,-,-,-,-,1,12,7,-,8,-,-,72,-,2,-,27,-,1,-,-,-,5,-,-,-,-,5,2,7,-,1,7,9,5,9,11,3,2,-,1,-,-,-,-,3,-,7,7,-,822,"16,408","44,486",230,103,12,44,4,22,31,-,-,-,-,2,-,10,2,5,64,538,169,"4,565",149,25,41,38,42,108,1,1,15,4,-,-,1,-,10,-,21,109,47,29,41,476,81,20,237,1,"29,121","5,557",6,219,10,18,-,4,-,5,1,147,1,2,2,-,-,8,21,-,1,-,-,-,-,23,-,-,51,-,1,-,5,-,10,-,-,12,162,-,9,-,-,-,-,-,-,-,-,-,-,3,5,-,-,1,-,4,-,-,1,-,6,3,-,1,-,1,-,-,25,-,-,-,16,2,-,-,1,-,1,10,19,9,2,40,39,33,"29,336",9,255,-,4,-,2,36,-,9,46,7,142,6,1,45,-,36,-,7,4,-,-,-,1,2,1,1,35,255,-,2,-,-,2,-,-,3,-,"2,101","1,055",-,-,-,76,4,1,-,9,2,"4,759",7,68,23,-,-,1,1,10,48,5,4,14,140,377,36,24,2,4,"690,974",1,-,32,-,12,-,5,191,-,-,4,-,11,6,1,2,"9,371",13,-,3,207,857,209,20
Bulacan,"3,696,937",100,243,38,6,1,203,2,8,69,51,81,7,1,7,14,44,9,2,31,38,38,252,4,29,4,273,-,80,11,15,13,84,11,3,8,14,20,64,37,11,20,9,68,41,74,62,16,-,31,13,17,41,-,13,15,7,27,-,9,"4,491","170,383","295,825","4,555","2,190",136,182,155,312,228,7,13,13,6,18,5,894,15,24,"1,135","1,245",486,"25,692","1,191",217,334,260,391,"2,129",29,9,"4,586",69,12,2,-,51,85,43,137,"1,736",564,263,153,"6,209",763,206,796,90,"97,603","60,926",245,638,21,195,86,77,16,11,64,"1,380",76,10,9,6,-,64,53,7,7,-,-,7,1,129,3,3,407,4,19,6,23,4,3,6,7,111,"1,041",-,75,-,21,-,-,8,5,-,5,6,-,33,82,45,2,52,28,66,17,-,28,-,-,2,-,23,8,1,-,-,34,6,2,21,37,-,-,-,18,6,8,31,38,37,17,98,112,127,"34,611",13,"2,228",10,43,13,27,74,7,215,471,10,"1,012",53,90,73,2,486,14,177,18,4,19,16,39,30,10,5,333,"3,509",5,11,-,5,2,1,36,14,20,"8,201","5,888",19,7,6,"1,588",257,46,26,61,46,"25,819",51,"1,040",327,22,-,40,9,26,373,21,163,350,"1,368","1,854",652,257,39,315,"2,820,834",45,27,353,1,39,15,27,"1,158",6,9,36,7,24,9,43,99,"80,030",100,72,200,"1,794","1,674",780,"1,887"
Nueva Ecija,"2,306,751",22,459,4,-,-,7,3,-,44,9,8,-,1,1,3,1,-,2,17,5,64,65,614,-,1,57,-,10,8,-,2,8,3,-,-,1,3,-,16,9,1,12,14,580,"5,794",12,4,2,1,13,-,6,-,13,13,6,-,4,1,654,"13,459","28,834",566,350,25,76,274,31,36,1,1,4,1,3,3,56,6,20,108,114,60,"3,050",378,35,85,14,47,242,5,1,969,217,835,-,42,-,8,39,28,384,47,31,"2,126","1,290",83,163,850,31,"369,864","4,921",31,225,7,22,12,18,23,1,9,161,57,18,3,15,-,27,19,4,8,-,-,-,-,8,105,-,222,7,1,24,16,-,"3,557",1,57,162,245,2,16,-,7,-,-,3,-,1,4,5,1,-,4,6,1,-,-,27,8,-,2,-,-,-,-,8,-,-,-,-,4,-,-,-,-,9,10,-,3,1,5,25,22,29,3,48,"2,483",23,"12,246",8,110,6,7,-,4,40,4,69,100,-,218,13,5,15,-,65,8,50,1,-,9,1,3,11,7,1,119,714,5,-,-,-,-,-,1,-,-,"3,756",176,-,-,-,136,10,5,1,12,7,"4,905",3,58,53,-,-,7,2,21,163,-,25,30,98,765,71,54,1,77,"1,830,798",6,-,56,-,8,-,-,176,3,-,-,1,36,-,1,2,"3,879",50,5,16,266,718,171,68
Pampanga,"2,433,144",38,"9,770",362,9,-,22,"3,349",42,57,8,16,-,1,-,1,4,2,1,34,10,1,261,4,1,4,27,-,-,2,-,-,6,-,-,-,12,6,6,34,3,4,4,8,40,8,13,-,-,38,-,-,1,-,-,-,-,-,-,-,989,"26,657","56,615",643,321,6,102,17,21,15,1,-,-,-,-,1,57,7,27,132,417,195,"4,907",355,40,82,35,140,298,4,-,19,2,1,-,-,1,107,1,48,232,54,21,42,437,96,28,204,2,"30,454","10,064",64,161,2,28,-,8,1,-,111,92,2,5,11,4,-,15,15,3,83,-,-,-,-,22,-,1,144,-,-,1,1,1,2,-,1,16,224,-,71,-,1,-,-,-,3,-,-,16,-,3,12,30,3,6,-,32,20,-,146,-,65,4,-,4,-,1,5,-,188,1,-,8,1,-,-,-,17,-,41,10,216,16,3,112,57,128,"1,942,527",189,434,2,2,-,8,96,1,23,78,-,384,9,10,4,-,25,-,7,2,-,17,4,2,4,-,-,35,704,-,2,1,-,1,1,2,-,5,"3,296",647,2,1,-,275,19,30,1,10,-,"7,754",5,63,52,10,-,7,7,3,63,3,17,16,118,83,29,10,9,12,"314,565",14,4,15,-,23,1,-,240,-,-,-,8,6,-,5,11,"9,171",4,3,10,542,637,269,151
