,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNUAL REGULAR INCOME AND DEPENDENCIES,,,,,,,,,,,,,,,,,,,,,,,,,,,
by LGU,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2019 (Final),,,,,,,,,,,,,,,,,,,,,,,,,,,
In Php Million,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION,PROVINCE,LGU NAME,LGU TYPE,INCOME CLASS,LOCALLY SOURCED REVENUE (LSR),,,,,,,,,INTEREST INCOME,INTERNAL REVENUE ALLOTMENT (IRA),OTHER SHARES FROM NATIONAL TAX COLLECTION,,,,,,,ANNUAL REGULAR INCOME (ARI),LSR DEPENDENCY,IRA DEPENDENCY,OTHER SHARES FROM NATIONAL TAX DEPENDENCY,
,,,,,TAX REVENUE,,,,NON-TAX REVENUE,,,,TOTAL LOCALLY - SOURCED REVENUE (LSR),,,"Share From Economic Zone 
(RA 7227)",Share From EVAT,Share From National Wealth,Share From Pagcor/PCSO/Lotto,Share From Tobacco Excise Tax (RA 7171),Others,TOTAL OTHER SHARES FROM NATIONAL TAX COLLECTION,,,,,
,,,,,"Real Property Tax 
(General Fund)",Tax On Business,Other Taxes,Total Tax Revenue,Regulatory Fees,Service/User Charges,Receipts From Economic Enterprises,Total Non-Tax Revenue,,,,,,,,,,,,,,,
,,,,,,,,,,,,,a,,b,,,,,,,c,d,e = a / d,f = b / d,g = c / d,
Region VI,Iloilo,Tubungan,Municipality,4th,0.47,1.07,0.31,1.86,0.61,0.56,3.09,4.26,6.12,0.00,83.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.90,6.8%,93.2%,0.0%,
Region VI,Iloilo,Zarraga,Municipality,4th,3.34,3.67,1.22,8.23,0.92,1.60,5.01,7.53,15.76,0.02,83.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.69,15.8%,84.2%,0.0%,
Region VI,Negros Occidental,Binalbagan,Municipality,1st,2.58,13.75,1.77,18.10,5.08,15.60,3.60,24.28,42.37,0.29,174.26,0.00,0.00,0.00,0.69,0.00,0.00,0.69,217.61,19.5%,80.1%,0.3%,
Region VI,Negros Occidental,Calatrava,Municipality,1st,2.48,3.78,0.87,7.12,1.78,1.46,8.77,12.01,19.14,0.28,247.63,0.00,0.02,0.01,0.06,0.00,0.00,0.09,267.13,7.2%,92.7%,0.0%,
Region VI,Negros Occidental,Candoni,Municipality,4th,0.97,0.41,0.09,1.47,0.30,0.57,0.54,1.42,2.89,0.03,100.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.07,2.8%,97.2%,0.0%,
Region VI,Negros Occidental,Cauayan,Municipality,1st,1.93,3.25,0.77,5.94,2.13,2.78,2.21,7.13,13.07,0.11,285.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298.59,4.4%,95.6%,0.0%,
Region VI,Negros Occidental,Enrique B. Magalona,Municipality,2nd,5.26,4.72,0.99,10.97,2.42,0.88,8.39,11.69,22.66,0.03,154.58,0.00,0.00,0.05,0.32,0.00,0.00,0.37,177.65,12.8%,87.0%,0.2%,
Region VI,Negros Occidental,Hinigaran,Municipality,1st,2.84,12.44,1.23,16.51,5.40,2.68,28.77,36.84,53.35,0.14,198.51,0.00,0.00,0.00,0.40,0.00,0.00,0.40,252.41,21.1%,78.6%,0.2%,
Region VI,Negros Occidental,Hinoba-an,Municipality,1st,1.35,2.38,0.46,4.19,3.08,0.55,16.36,19.99,24.18,0.24,193.95,0.00,0.00,0.00,0.02,0.00,0.00,0.02,218.39,11.1%,88.8%,0.0%,
Region VI,Negros Occidental,Ilog,Municipality,2nd,3.41,1.90,0.33,5.64,1.60,0.88,0.90,3.39,9.03,0.04,173.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.20,5.0%,95.0%,0.0%,
Region VI,Negros Occidental,Isabela,Municipality,2nd,2.23,2.77,0.62,5.63,2.46,3.55,0.00,6.01,11.64,0.01,164.05,0.00,0.00,0.00,0.08,0.00,0.00,0.08,175.78,6.6%,93.3%,0.0%,
Region VI,Negros Occidental,La Castellana,Municipality,1st,0.77,3.72,0.20,4.70,1.05,1.65,2.87,5.57,10.26,0.00,185.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.16,5.2%,94.8%,0.0%,
Region VI,Negros Occidental,Manapla,Municipality,2nd,40.22,7.17,0.76,48.14,2.17,2.38,4.35,8.90,57.04,0.21,141.31,0.00,0.00,0.00,0.36,0.00,0.00,0.36,198.91,28.7%,71.0%,0.2%,
Region VI,Negros Occidental,Moises Padilla,Municipality,3rd,1.41,1.07,0.41,2.89,1.17,0.96,3.89,6.02,8.91,0.24,124.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.56,6.7%,93.1%,0.0%,
Region VI,Negros Occidental,Murcia,Municipality,1st,8.30,6.00,2.94,17.24,1.70,3.04,10.96,15.70,32.94,0.00,211.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,244.74,13.5%,86.5%,0.0%,
Region VI,Negros Occidental,Pontevedra,Municipality,3rd,3.00,4.45,0.59,8.04,1.98,0.66,14.81,17.44,25.48,0.00,136.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.85,15.7%,84.3%,0.0%,
Region VI,Negros Occidental,Pulupandan,Municipality,3rd,3.05,5.04,0.33,8.41,3.67,0.58,1.06,5.31,13.72,0.00,82.24,0.00,0.00,0.00,0.01,0.00,0.00,0.01,95.97,14.3%,85.7%,0.0%,
Region VI,Negros Occidental,Salvador Benedicto,Municipality,4th,1.72,1.05,0.19,2.96,0.41,0.36,0.40,1.16,4.12,0.00,103.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.13,3.8%,96.2%,0.0%,
Region VI,Negros Occidental,San Enrique,Municipality,4th,2.47,0.89,0.29,3.65,1.25,0.64,0.00,1.88,5.54,0.00,76.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.47,6.7%,93.3%,0.0%,
Region VI,Negros Occidental,Toboso,Municipality,3rd,1.45,3.01,0.55,5.01,1.32,0.47,4.35,6.14,11.14,0.05,121.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.41,8.4%,91.5%,0.0%,
Region VI,Negros Occidental,Valladolid,Municipality,4th,2.62,1.27,0.86,4.75,0.83,0.49,11.61,12.93,17.69,0.00,102.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.55,14.7%,85.3%,0.0%,
Region VII,Bohol,Alburquerque,Municipality,5th,0.84,1.16,0.14,2.14,1.19,3.82,4.00,9.01,11.16,0.10,54.76,0.00,0.00,0.00,0.10,0.00,0.00,0.10,66.12,16.9%,82.8%,0.1%,
Region VII,Bohol,Alicia,Municipality,4th,0.97,1.40,0.29,2.67,1.41,2.27,3.59,7.27,9.94,0.08,90.33,0.00,0.00,0.00,0.14,0.00,0.00,0.14,100.48,9.9%,89.9%,0.1%,
Region VII,Bohol,Anda,Municipality,5th,0.67,2.42,0.42,3.52,1.20,2.10,12.25,15.55,19.07,0.01,70.17,0.00,0.00,0.01,0.09,0.00,0.00,0.10,89.35,21.3%,78.5%,0.1%,
Region VII,Bohol,Antequera,Municipality,4th,0.72,0.86,0.22,1.81,0.62,0.61,6.38,7.61,9.42,0.03,76.12,0.00,0.00,0.00,0.08,0.00,0.00,0.08,85.65,11.0%,88.9%,0.1%,
Region VII,Bohol,Baclayon,Municipality,4th,1.97,2.73,0.21,4.91,2.90,1.33,10.70,14.93,19.85,0.01,72.42,0.00,0.00,0.00,0.10,0.00,0.00,0.10,92.37,21.5%,78.4%,0.1%,
Region VII,Bohol,Balilihan,Municipality,4th,1.30,1.34,0.23,2.87,0.59,0.68,9.43,10.70,13.57,0.07,83.23,0.00,0.00,0.00,0.13,0.00,0.00,0.13,97.00,14.0%,85.8%,0.1%,
Region VII,Bohol,Batuan,Municipality,5th,0.83,0.87,0.11,1.81,0.43,0.57,6.34,7.34,9.16,0.00,61.98,0.00,0.00,0.00,0.08,0.00,0.00,0.08,71.21,12.9%,87.0%,0.1%,
Region VII,Bohol,Bien Unido,Municipality,4th,0.63,0.63,0.14,1.41,1.95,1.15,4.65,7.75,9.16,0.03,81.94,0.00,0.00,0.00,0.07,0.00,0.00,0.07,91.20,10.0%,89.9%,0.1%,
Region VII,Bohol,Bilar,Municipality,4th,0.74,1.55,0.53,2.82,0.53,2.52,4.40,7.45,10.27,0.06,83.12,0.00,0.00,0.02,0.04,0.00,0.02,0.08,93.53,11.0%,88.9%,0.1%,
Region VII,Bohol,Buenavista,Municipality,4th,0.51,0.99,0.50,2.01,1.20,1.74,28.44,31.38,33.38,0.06,93.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.87,26.3%,73.6%,0.0%,
Region VII,Bohol,Calape,Municipality,3rd,1.09,6.37,0.43,7.88,2.28,4.83,15.64,22.74,30.62,0.18,95.93,0.00,0.00,0.00,0.12,0.00,0.00,0.12,126.85,24.1%,75.6%,0.1%,
Region VII,Bohol,Candijay,Municipality,4th,1.45,1.79,0.53,3.77,2.27,1.10,9.59,12.97,16.74,0.00,98.23,0.00,0.00,0.01,0.00,0.00,0.00,0.01,114.98,14.6%,85.4%,0.0%,
Region VII,Bohol,Carmen,Municipality,1st,2.37,5.30,0.47,8.14,8.73,3.85,72.53,85.11,93.25,0.24,148.07,0.00,0.00,0.01,0.15,0.00,0.00,0.15,241.72,38.6%,61.3%,0.1%,
Region VII,Bohol,Catigbian,Municipality,4th,0.82,1.03,0.30,2.15,1.23,1.29,7.76,10.28,12.43,0.54,88.76,0.00,0.00,0.01,0.12,0.00,0.00,0.13,101.86,12.2%,87.1%,0.1%,
Region VII,Bohol,Clarin,Municipality,5th,0.51,2.26,0.39,3.16,1.31,1.51,0.58,3.39,6.56,0.96,74.85,0.00,0.00,0.00,0.06,0.00,0.02,0.08,82.44,8.0%,90.8%,0.1%,
Region VII,Bohol,Corella,Municipality,5th,0.50,0.76,0.11,1.37,0.70,1.55,9.82,12.07,13.44,0.06,53.07,0.00,0.00,0.00,0.08,0.00,0.00,0.08,66.65,20.2%,79.6%,0.1%,
Region VII,Bohol,Cortes,Municipality,5th,1.36,3.04,0.42,4.82,1.66,1.06,5.31,8.03,12.85,0.00,65.31,0.00,0.01,0.00,0.11,0.00,0.10,0.22,78.38,16.4%,83.3%,0.3%,
Region VII,Bohol,Dagohoy,Municipality,5th,1.13,0.99,0.46,2.58,0.96,0.47,3.27,4.70,7.28,0.04,77.15,0.00,0.00,0.00,0.06,0.00,0.00,0.06,84.53,8.6%,91.3%,0.1%,
Region VII,Bohol,Danao,Municipality,4th,0.55,0.49,0.28,1.31,0.88,0.96,19.51,21.35,22.66,0.32,89.03,0.00,0.00,0.00,0.04,0.00,0.00,0.04,112.04,20.2%,79.5%,0.0%,
Region VII,Bohol,Dauis,Municipality,4th,2.16,4.08,0.62,6.85,13.50,2.57,19.59,35.66,42.52,0.00,114.90,0.00,0.00,0.00,0.34,0.00,0.00,0.34,157.75,27.0%,72.8%,0.2%,
Region VII,Bohol,Dimiao,Municipality,4th,0.70,0.81,0.29,1.80,0.54,0.84,1.12,2.50,4.31,0.00,78.83,0.00,0.00,0.00,0.04,0.00,0.00,0.04,83.18,5.2%,94.8%,0.0%,
Region VII,Bohol,Duero,Municipality,4th,0.82,0.85,0.26,1.92,1.32,1.30,2.22,4.84,6.76,0.09,78.28,0.00,0.00,0.00,0.06,0.00,0.00,0.06,85.20,7.9%,91.9%,0.1%,
Region VII,Bohol,Garcia Hernandez,Municipality,4th,1.44,6.41,0.29,8.14,1.27,0.97,4.16,6.39,14.53,0.06,93.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.16,13.4%,86.5%,0.0%,
Region VII,Bohol,Getafe,Municipality,3rd,0.82,1.53,0.36,2.71,1.48,0.74,5.92,8.14,10.85,0.11,113.09,0.00,0.00,0.00,0.10,0.00,0.00,0.10,124.15,8.7%,91.1%,0.1%,
Region VII,Bohol,Guindulman,Municipality,4th,1.52,2.02,0.34,3.89,1.82,1.07,5.33,8.21,12.11,0.00,106.69,0.00,0.00,0.00,0.26,0.00,0.00,0.26,119.06,10.2%,89.6%,0.2%,
Region VII,Bohol,Inabanga,Municipality,3rd,0.70,2.43,0.55,3.68,1.92,1.20,11.00,14.12,17.80,0.19,135.75,0.00,0.00,0.02,0.36,0.00,0.00,0.38,154.12,11.5%,88.1%,0.2%,
Region VII,Bohol,Jagna,Municipality,3rd,1.26,7.59,0.72,9.56,4.81,3.56,24.26,32.64,42.20,0.16,108.28,0.00,0.00,0.00,0.15,0.00,0.00,0.15,150.79,28.0%,71.8%,0.1%,
Region VII,Bohol,Lila,Municipality,5th,0.52,0.50,0.12,1.14,0.96,0.75,2.50,4.21,5.35,0.00,59.78,0.00,0.00,0.00,0.08,0.00,0.01,0.08,65.21,8.2%,91.7%,0.1%,
Region VII,Bohol,Loay,Municipality,5th,0.58,2.25,0.41,3.24,1.15,9.55,5.77,16.47,19.71,0.10,68.31,0.00,0.00,0.00,0.18,0.00,0.00,0.18,88.29,22.3%,77.4%,0.2%,
Region VII,Bohol,Loboc,Municipality,4th,0.99,3.37,0.27,4.63,1.47,1.10,108.61,111.19,115.82,0.04,68.70,0.00,0.00,0.05,0.15,0.00,0.00,0.20,184.77,62.7%,37.2%,0.1%,
Region VII,Bohol,Loon,Municipality,2nd,0.94,3.62,0.61,5.18,3.82,3.25,19.25,26.32,31.50,0.79,122.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.36,20.4%,79.1%,0.0%,
Region VII,Bohol,Mabini,Municipality,4th,1.44,0.80,0.34,2.58,1.34,0.56,1.01,2.91,5.50,0.07,94.68,0.00,0.00,0.01,0.11,0.00,0.00,0.12,100.36,5.5%,94.3%,0.1%,
Region VII,Bohol,Maribojoc,Municipality,4th,0.78,1.05,0.31,2.14,1.07,1.84,16.47,19.38,21.52,0.06,75.03,0.00,0.00,0.03,0.12,0.00,0.00,0.15,96.75,22.2%,77.5%,0.2%,
Region VII,Bohol,Panglao,Municipality,4th,7.07,55.87,1.98,64.92,23.12,18.36,14.56,56.04,120.96,0.43,95.82,0.00,0.00,0.00,0.30,0.00,0.00,0.30,217.51,55.6%,44.1%,0.1%,
Region VII,Bohol,Pilar,Municipality,4th,1.91,0.69,0.27,2.87,1.00,1.57,3.29,5.85,8.72,0.05,97.41,0.00,0.00,0.00,0.07,0.00,0.00,0.08,106.26,8.2%,91.7%,0.1%,
Region VII,Bohol,Pres. Carlos P. Garcia,Municipality,4th,1.06,0.92,0.31,2.29,1.15,1.08,8.46,10.70,12.99,0.00,80.29,0.00,0.00,0.00,0.08,0.00,0.00,0.08,93.36,13.9%,86.0%,0.1%,
Region VII,Bohol,Sagbayan,Municipality,4th,0.67,3.34,0.64,4.66,4.02,2.59,14.70,21.31,25.96,0.00,81.05,0.00,0.00,0.00,0.26,0.00,0.00,0.26,107.27,24.2%,75.6%,0.2%,
Region VII,Bohol,San Isidro,Municipality,5th,0.41,0.30,0.10,0.81,0.50,0.36,2.97,3.84,4.65,0.03,57.24,0.00,0.00,0.01,0.03,0.00,0.00,0.04,61.96,7.5%,92.4%,0.1%,
Region VII,Bohol,San Miguel,Municipality,4th,0.98,1.37,0.49,2.83,2.23,4.01,15.65,21.89,24.72,0.09,92.78,0.00,0.00,0.00,0.13,0.00,0.00,0.13,117.72,21.0%,78.8%,0.1%,
Region VII,Bohol,Sevilla,Municipality,5th,0.67,0.44,0.20,1.30,0.39,0.44,8.83,9.66,10.96,0.05,69.66,0.00,0.00,0.00,0.06,0.00,0.00,0.06,80.74,13.6%,86.3%,0.1%,
Region VII,Bohol,Sierra Bullones,Municipality,3rd,1.56,1.08,0.31,2.95,0.96,2.25,7.91,11.12,14.07,0.06,106.16,0.00,0.00,0.00,0.11,0.00,0.00,0.11,120.40,11.7%,88.2%,0.1%,
Region VII,Bohol,Sikatuna,Municipality,5th,0.40,0.59,0.09,1.08,0.64,0.50,4.72,5.86,6.94,0.00,50.36,0.00,0.00,0.04,0.09,0.00,0.00,0.13,57.43,12.1%,87.7%,0.2%,
Region VII,Bohol,Talibon,Municipality,1st,1.91,13.62,1.37,16.90,7.71,10.59,19.13,37.42,54.32,0.54,165.66,0.00,0.00,0.00,0.46,0.00,0.00,0.46,220.99,24.6%,75.0%,0.2%,
Region VII,Bohol,Trinidad,Municipality,3rd,1.86,1.32,0.30,3.48,2.32,6.54,46.11,54.97,58.45,0.11,117.37,0.00,0.00,0.00,0.18,0.00,0.00,0.18,176.12,33.2%,66.6%,0.1%,
Region VII,Bohol,Tubigon,Municipality,1st,2.27,18.87,0.86,21.99,6.13,13.51,40.28,59.93,81.92,0.17,121.59,0.00,0.00,0.00,0.22,0.00,0.00,0.22,203.91,40.2%,59.6%,0.1%,
Region VII,Bohol,Ubay,Municipality,1st,3.17,11.35,1.38,15.90,13.36,6.58,9.53,29.46,45.35,0.13,208.57,0.00,0.00,0.00,0.49,0.00,0.00,0.49,254.54,17.8%,81.9%,0.2%,
Region VII,Bohol,Valencia,Municipality,4th,1.28,1.31,0.26,2.86,1.47,0.96,16.19,18.63,21.48,0.19,96.59,0.00,0.00,0.00,0.19,0.00,0.03,0.22,118.49,18.1%,81.5%,0.2%,
Region VII,Cebu,Alcantara,Municipality,5th,0.25,0.75,0.13,1.14,0.34,0.28,1.21,1.83,2.97,0.03,63.66,0.00,0.00,0.00,0.15,0.00,0.00,0.15,66.82,4.4%,95.3%,0.2%,
Region VII,Cebu,Alcoy,Municipality,5th,0.59,4.32,0.33,5.24,1.37,0.66,4.50,6.54,11.77,0.20,70.97,0.00,0.00,1.56,0.01,0.00,0.00,1.58,84.52,13.9%,84.0%,1.9%,
Region VII,Cebu,Alegria,Municipality,4th,0.51,1.42,0.39,2.32,1.05,1.02,7.03,9.10,11.43,0.02,85.87,0.00,0.00,0.00,0.07,0.00,0.00,0.07,97.39,11.7%,88.2%,0.1%,
Region VII,Cebu,Aloguinsan,Municipality,4th,0.68,0.71,0.27,1.67,0.64,0.38,4.07,5.09,6.76,0.00,95.75,0.00,0.00,0.00,0.04,0.00,0.00,0.04,102.56,6.6%,93.4%,0.0%,
Region VII,Cebu,Argao,Municipality,1st,1.54,7.77,1.16,10.48,4.01,3.51,8.86,16.38,26.86,0.06,182.85,0.00,0.00,0.69,0.34,0.00,0.00,1.03,210.80,12.7%,86.7%,0.5%,
Region VII,Cebu,Asturias,Municipality,3rd,2.06,3.12,0.95,6.13,5.12,1.86,10.79,17.77,23.90,0.10,142.59,0.00,0.00,0.00,0.07,0.00,0.00,0.07,166.66,14.3%,85.6%,0.0%,
Region VII,Cebu,Badian,Municipality,3rd,1.44,3.32,0.56,5.32,1.16,2.26,50.40,53.81,59.13,0.69,113.15,0.00,0.00,0.00,0.07,0.00,0.00,0.07,173.04,34.2%,65.4%,0.0%,
Region VII,Cebu,Balamban,Municipality,1st,5.86,25.32,2.10,33.27,6.57,7.19,19.92,33.67,66.94,0.28,230.35,35.19,0.00,0.03,0.34,0.00,0.00,35.56,333.13,20.1%,69.1%,10.7%,
Region VII,Cebu,Bantayan,Municipality,1st,1.64,15.42,0.85,17.91,7.11,5.11,22.83,35.05,52.96,0.08,175.85,0.00,0.00,0.00,0.56,0.00,0.00,0.56,229.46,23.1%,76.6%,0.2%,
Region VII,Cebu,Barili,Municipality,2nd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,
Region VII,Cebu,Boljoon,Municipality,5th,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,
Region VII,Cebu,Borbon,Municipality,4th,0.97,0.60,0.33,1.90,0.46,0.24,0.25,0.95,2.85,0.09,111.03,0.00,0.00,0.02,0.10,0.00,0.00,0.13,114.10,2.5%,97.3%,0.1%,
Region VII,Cebu,Carmen,Municipality,3rd,1.19,14.20,1.00,16.39,3.10,2.74,8.25,14.09,30.48,0.17,130.95,0.00,0.00,0.00,0.26,0.00,0.00,0.26,161.86,18.8%,80.9%,0.2%,
Region VII,Cebu,Catmon,Municipality,4th,0.49,2.73,0.42,3.65,1.43,1.84,4.27,7.54,11.19,0.17,100.91,0.00,0.00,0.00,0.19,0.00,0.00,0.19,112.45,9.9%,89.7%,0.2%,
Region VII,Cebu,Compostela,Municipality,3rd,5.26,14.82,1.35,21.43,9.02,5.07,1.94,16.03,37.46,0.08,120.28,0.00,0.00,0.00,0.10,0.00,0.05,0.15,157.98,23.7%,76.1%,0.1%,
Region VII,Cebu,Consolacion,Municipality,1st,15.42,93.93,3.01,112.36,3.78,10.18,22.65,36.61,148.98,0.48,272.38,0.00,0.00,0.00,0.60,0.00,0.00,0.60,422.45,35.3%,64.5%,0.1%,
Region VII,Cebu,Cordoba,Municipality,3rd,3.81,9.32,3.32,16.45,6.41,4.17,10.01,20.60,37.05,0.02,133.59,0.00,0.00,0.00,0.15,0.00,0.00,0.15,170.81,21.7%,78.2%,0.1%,
Region VII,Cebu,Daanbantayan,Municipality,1st,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,
Region VII,Cebu,Dalaguete,Municipality,1st,0.80,5.92,1.05,7.77,3.96,4.65,19.39,27.99,35.76,0.09,168.90,0.00,0.00,0.10,0.21,0.00,0.00,0.31,205.06,17.4%,82.4%,0.2%,
Region VII,Cebu,Dumanjug,Municipality,3rd,1.26,7.60,0.91,9.77,3.88,4.37,12.00,20.25,30.02,0.12,130.88,0.00,0.00,0.00,0.29,0.00,0.01,0.30,161.33,18.6%,81.1%,0.2%,
Region VII,Cebu,Ginatilan,Municipality,5th,0.42,0.91,0.24,1.57,0.28,2.05,2.45,4.78,6.35,0.04,70.62,0.00,0.00,0.04,0.10,0.00,0.00,0.14,77.16,8.2%,91.5%,0.2%,
Region VII,Cebu,Liloan,Municipality,1st,17.03,36.96,2.84,56.83,13.01,14.05,1.19,28.25,85.08,0.18,293.61,0.00,0.00,0.00,0.48,0.00,0.63,1.11,379.98,22.4%,77.3%,0.3%,
Region VII,Cebu,Madridejos,Municipality,4th,0.48,5.15,0.42,6.05,1.08,0.92,37.51,39.51,45.56,0.01,96.62,0.00,0.00,0.00,0.12,0.00,0.00,0.12,142.30,32.0%,67.9%,0.1%,
Region VII,Cebu,Malabuyoc,Municipality,5th,0.29,0.50,0.29,1.08,0.25,0.36,5.20,5.81,6.89,0.04,76.14,0.00,0.00,0.00,0.02,0.00,0.00,0.02,83.09,8.3%,91.6%,0.0%,
Region VII,Cebu,Medellin,Municipality,2nd,1.36,5.69,0.89,7.94,3.92,1.65,14.48,20.06,27.99,0.02,135.61,0.00,0.00,0.00,0.11,0.00,0.00,0.11,163.73,17.1%,82.8%,0.1%,
Region VII,Cebu,Minglanilla,Municipality,1st,9.20,68.10,2.36,79.66,16.05,11.97,17.23,45.25,124.91,0.25,260.01,0.00,0.00,0.00,0.83,0.00,0.00,0.83,385.99,32.4%,67.4%,0.2%,
Region VII,Cebu,Moalboal,Municipality,4th,2.02,13.79,0.62,16.43,5.73,21.18,27.62,54.54,70.96,0.10,104.48,0.00,0.00,0.00,0.17,0.00,0.00,0.17,175.72,40.4%,59.5%,0.1%,
Region VII,Cebu,Oslob,Municipality,4th,0.74,3.75,0.39,4.88,2.73,1.92,192.54,197.19,202.07,0.55,100.80,0.00,0.00,0.00,0.30,0.00,0.00,0.30,303.72,66.5%,33.2%,0.1%,
Region VII,Cebu,Pilar,Municipality,5th,0.37,0.35,0.22,0.94,0.30,0.33,0.70,1.33,2.27,0.06,56.91,0.00,0.00,0.00,0.02,0.00,0.00,0.03,59.26,3.8%,96.0%,0.0%,
Region VII,Cebu,Pinamungajan,Municipality,2nd,0.84,7.32,1.16,9.32,6.00,1.85,5.01,12.86,22.18,0.23,158.88,0.00,0.00,0.04,0.13,0.00,0.00,0.18,181.45,12.2%,87.6%,0.1%,
Region VII,Cebu,Poro,Municipality,4th,0.53,1.52,0.31,2.37,1.26,0.83,7.03,9.12,11.49,0.02,84.76,0.00,0.00,0.00,0.04,0.00,0.00,0.04,96.30,11.9%,88.0%,0.0%,
Region VII,Cebu,Ronda,Municipality,5th,0.50,1.70,0.29,2.50,1.03,0.75,3.91,5.69,8.19,0.04,75.76,0.00,0.00,0.00,0.04,0.00,0.00,0.04,84.03,9.7%,90.2%,0.0%,
Region VII,Cebu,Samboan,Municipality,5th,0.48,2.23,0.42,3.12,4.56,0.63,4.25,9.44,12.56,0.00,74.66,0.00,0.00,0.02,0.13,0.00,0.00,0.15,87.37,14.4%,85.5%,0.2%,
Region VII,Cebu,San Fernando,Municipality,2nd,6.87,30.86,1.33,39.06,6.97,4.04,7.30,18.31,57.37,0.16,152.89,0.00,0.00,0.00,0.15,0.00,0.00,0.15,210.58,27.2%,72.6%,0.1%,
Region VII,Cebu,San Francisco,Municipality,3rd,1.24,8.64,1.04,10.92,3.59,6.84,0.48,10.91,21.83,0.05,140.88,0.00,0.00,0.02,0.21,0.00,0.00,0.24,163.00,13.4%,86.4%,0.1%,
Region VII,Cebu,San Remigio,Municipality,3rd,1.89,2.72,0.60,5.22,4.88,8.80,6.93,20.60,25.82,0.00,142.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.68,15.3%,84.7%,0.0%,
Region VII,Cebu,Santa Fe,Municipality,4th,0.77,7.43,1.18,9.39,2.80,12.14,0.91,15.84,25.23,0.21,82.69,0.00,0.00,0.03,0.14,0.00,0.00,0.17,108.31,23.3%,76.4%,0.2%,
Region VII,Cebu,Santander,Municipality,4th,0.43,1.86,0.55,2.84,2.03,8.03,5.79,15.86,18.70,0.05,67.15,0.00,0.00,0.00,0.37,0.00,0.00,0.37,86.26,21.7%,77.8%,0.4%,
Region VII,Cebu,Sibonga,Municipality,3rd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,
Region VII,Cebu,Sogod,Municipality,4th,0.81,1.12,0.42,2.35,1.59,1.10,9.73,12.43,14.78,0.11,110.06,0.00,0.00,0.00,0.06,0.00,0.00,0.06,125.02,11.8%,88.0%,0.0%,
Region VII,Cebu,Tabogon,Municipality,3rd,0.68,1.50,0.53,2.72,0.51,1.03,12.01,13.55,16.27,0.00,113.52,0.00,0.00,0.02,0.03,0.00,0.01,0.06,129.86,12.5%,87.4%,0.0%,
Region VII,Cebu,Tabuelan,Municipality,4th,0.36,1.93,0.20,2.50,0.54,15.36,1.20,17.10,19.60,0.13,98.14,0.00,0.00,0.00,0.10,0.00,0.00,0.10,117.98,16.6%,83.2%,0.1%,
Region VII,Cebu,Tuburan,Municipality,2nd,1.37,7.90,1.43,10.69,2.47,7.11,7.91,17.49,28.19,0.44,174.35,0.00,0.00,0.00,0.12,0.00,0.00,0.12,203.10,13.9%,85.8%,0.1%,
Region VII,Cebu,Tudela,Municipality,5th,0.42,0.67,0.12,1.21,0.72,1.58,2.61,4.92,6.13,0.01,56.99,0.00,0.00,0.00,0.11,0.00,0.00,0.11,63.23,9.7%,90.1%,0.2%,
Region VII,Negros Oriental,Amlan,Municipality,4th,2.19,2.12,1.20,5.52,1.21,0.65,6.42,8.28,13.80,0.01,90.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.87,13.3%,86.7%,0.0%,
